"torneo","home_team","away_team","home_goals","away_goals","resultado"
"Torneo Clausura 2002 - Fecha 2","Estudiantes (LP)","Gimnasia (LP)",3,2,"Local gana"
"Torneo Apertura 2001 - Fecha 2","Gimnasia (LP)","Estudiantes (LP)",1,1,"Empate"
"Torneo Clausura 2001 - Fecha 6","Estudiantes (LP)","Gimnasia (LP)",2,1,"Local gana"
"Torneo Apertura 2000 - Fecha 6","Gimnasia (LP)","Estudiantes (LP)",3,2,"Local gana"
"Torneo Clausura 2000 - Fecha 7","Estudiantes (LP)","Gimnasia (LP)",1,2,"Visita gana"
"Torneo Apertura 1999 - Fecha 7","Gimnasia (LP)","Estudiantes (LP)",0,0,"Empate"
"Torneo Clausura 1999 - Fecha 14","Gimnasia (LP)","Estudiantes (LP)",0,0,"Empate"
"Torneo Apertura 1998 - Fecha 14","Estudiantes (LP)","Gimnasia (LP)",2,2,"Empate"
"Torneo Clausura 1998 - Fecha 2","Gimnasia (LP)","Estudiantes (LP)",3,0,"Local gana"
"Torneo Apertura 1997 - Fecha 2","Estudiantes (LP)","Gimnasia (LP)",2,2,"Empate"
"Torneo Clausura 1997 - Fecha 15","Estudiantes (LP)","Gimnasia (LP)",1,0,"Local gana"
"Torneo Apertura 1996 - Fecha 15","Gimnasia (LP)","Estudiantes (LP)",0,0,"Empate"
"Torneo Clausura 1996 - Fecha 19","Estudiantes (LP)","Gimnasia (LP)",1,1,"Empate"
"Torneo Apertura 1995 - Fecha 19","Gimnasia (LP)","Estudiantes (LP)",0,3,"Visita gana"
"Torneo Clausura 1994 - Fecha 10","Gimnasia (LP)","Estudiantes (LP)",2,1,"Local gana"
"Torneo Apertura 1993 - Fecha 10","Estudiantes (LP)","Gimnasia (LP)",0,2,"Visita gana"
"Torneo Clausura 1993 - Fecha 4","Gimnasia (LP)","Estudiantes (LP)",0,0,"Empate"
"Torneo Apertura 1992 - Fecha 4","Estudiantes (LP)","Gimnasia (LP)",1,1,"Empate"
"Torneo Clausura 1992 - Fecha 7","Estudiantes (LP)","Gimnasia (LP)",0,1,"Visita gana"
"Torneo Apertura 1991 - Fecha 7","Gimnasia (LP)","Estudiantes (LP)",2,0,"Local gana"
"Torneo Clausura 1991 - Fecha 19","Gimnasia (LP)","Estudiantes (LP)",0,2,"Visita gana"
"Campeonato 1990/91 - Fecha 19","Estudiantes (LP)","Gimnasia (LP)",0,0,"Empate"
"Campeonato 1989/90 - Fecha 32","Gimnasia (LP)","Estudiantes (LP)",1,1,"Empate"
"Campeonato 1989/90 - Fecha 13","Estudiantes (LP)","Gimnasia (LP)",0,0,"Empate"
"Campeonato 1988/89 - Fecha 34","Estudiantes (LP)","Gimnasia (LP)",1,1,"Empate"
"Campeonato 1988/89 - Fecha 15","Gimnasia (LP)","Estudiantes (LP)",2,0,"Local gana"
"Campeonato 1987/88 - Fecha 25","Gimnasia (LP)","Estudiantes (LP)",2,2,"Empate"
"Campeonato 1987/88 - Fecha 6","Estudiantes (LP)","Gimnasia (LP)",1,1,"Empate"
"Campeonato 1986/87  - Fecha 27","Estudiantes (LP)","Gimnasia (LP)",0,0,"Empate"
"Campeonato 1986/87  - Fecha 8","Gimnasia (LP)","Estudiantes (LP)",2,1,"Local gana"
"Campeonato 1985/86  - Fecha 30","Gimnasia (LP)","Estudiantes (LP)",1,0,"Local gana"
"Campeonato 1985/86  - Fecha 11","Estudiantes (LP)","Gimnasia (LP)",1,0,"Local gana"
"Metropolitano 1978 - Fecha 22","Estudiantes (LP)","Gimnasia (LP)",1,1,"Empate"
"Metropolitano 1978 - Fecha 1","Gimnasia (LP)","Estudiantes (LP)",1,0,"Local gana"
"Metropolitano 1977 - Fecha 29","Estudiantes (LP)","Gimnasia (LP)",1,1,"Empate"
"Metropolitano 1977 - Fecha 6","Gimnasia (LP)","Estudiantes (LP)",3,3,"Empate"
"Metropolitano 1976 - Ronda Final","Estudiantes (LP)","Gimnasia (LP)",2,0,"Local gana"
"Metropolitano 1976 - Fecha Intergrupo","Estudiantes (LP)","Gimnasia (LP)",2,1,"Local gana"
"Metropolitano 1976 - Fecha Intergrupo","Gimnasia (LP)","Estudiantes (LP)",1,1,"Empate"
"Nacional 1976 - Fecha Intergrupo","Estudiantes (LP)","Gimnasia (LP)",0,1,"Visita gana"
"Nacional 1976 - Fecha Intergrupo","Gimnasia (LP)","Estudiantes (LP)",1,2,"Visita gana"
"Metropolitano 1975 - Fecha 25","Gimnasia (LP)","Estudiantes (LP)",1,1,"Empate"
"Metropolitano 1975 - Fecha 6","Estudiantes (LP)","Gimnasia (LP)",3,3,"Empate"
"Nacional 1975 - Fecha Intergrupo","Gimnasia (LP)","Estudiantes (LP)",1,1,"Empate"
"Nacional 1975 - Fecha Intergrupo","Estudiantes (LP)","Gimnasia (LP)",2,1,"Local gana"
"Metropolitano 1974 - Fecha Intergrupo","Gimnasia (LP)","Estudiantes (LP)",1,0,"Local gana"
"Metropolitano 1974 - Fecha Intergrupo","Estudiantes (LP)","Gimnasia (LP)",2,1,"Local gana"
"Nacional 1974 - Fecha Intergrupo","Gimnasia (LP)","Estudiantes (LP)",2,1,"Local gana"
"Nacional 1974 - Fecha Intergrupo","Estudiantes (LP)","Gimnasia (LP)",2,0,"Local gana"
"Metropolitano 1973 - Fecha 31","Gimnasia (LP)","Estudiantes (LP)",1,1,"Empate"
"Metropolitano 1973 - Fecha 14","Estudiantes (LP)","Gimnasia (LP)",1,3,"Visita gana"
"Nacional 1973 - Fecha Intergrupo","Gimnasia (LP)","Estudiantes (LP)",1,1,"Empate"
"Metropolitano 1972 - Fecha 24","Gimnasia (LP)","Estudiantes (LP)",1,2,"Visita gana"
"Metropolitano 1972 - Fecha 7","Estudiantes (LP)","Gimnasia (LP)",0,0,"Empate"
"Nacional 1972 - Fecha Intergrupo","Gimnasia (LP)","Estudiantes (LP)",4,1,"Local gana"
"Nacional 1972 - Grupo Reclasificatorio","Gimnasia (LP)","Estudiantes (LP)",2,2,"Empate"
"Metropolitano 1971 - Fecha 34","Estudiantes (LP)","Gimnasia (LP)",2,1,"Local gana"
"Metropolitano 1971 - Fecha 15","Gimnasia (LP)","Estudiantes (LP)",1,0,"Local gana"
"Nacional 1971 - Fecha Intergrupo","Estudiantes (LP)","Gimnasia (LP)",5,1,"Local gana"
"Metropolitano 1970 - Fecha 8","Estudiantes (LP)","Gimnasia (LP)",1,1,"Empate"
"Nacional 1970 - Fecha Intergrupo","Gimnasia (LP)","Estudiantes (LP)",4,1,"Local gana"
"Nacional 1970 - Fecha Intergrupo","Estudiantes (LP)","Gimnasia (LP)",4,1,"Local gana"
"Metropolitano 1969 - Fecha Intergrupo","Estudiantes (LP)","Gimnasia (LP)",1,0,"Local gana"
"Metropolitano 1969 - Fecha Intergrupo","Gimnasia (LP)","Estudiantes (LP)",2,0,"Local gana"
"Metropolitano 1968 - Fecha Intergrupo","Gimnasia (LP)","Estudiantes (LP)",1,6,"Visita gana"
"Metropolitano 1968 - Fecha Intergrupo","Estudiantes (LP)","Gimnasia (LP)",3,3,"Empate"
"Metropolitano 1967 - Fecha Intergrupo","Estudiantes (LP)","Gimnasia (LP)",3,0,"Local gana"
"Metropolitano 1967 - Fecha Intergrupo","Gimnasia (LP)","Estudiantes (LP)",0,0,"Empate"
"Campeonato 1966 - Fecha 26","Estudiantes (LP)","Gimnasia (LP)",0,0,"Empate"
"Campeonato 1966 - Fecha 7","Gimnasia (LP)","Estudiantes (LP)",0,0,"Empate"
"Campeonato 1965 - Fecha 28","Estudiantes (LP)","Gimnasia (LP)",3,1,"Local gana"
"Campeonato 1965 - Fecha 11","Gimnasia (LP)","Estudiantes (LP)",1,1,"Empate"
"Campeonato 1964 - Fecha 20","Estudiantes (LP)","Gimnasia (LP)",1,1,"Empate"
"Campeonato 1964 - Fecha 5","Gimnasia (LP)","Estudiantes (LP)",3,1,"Local gana"
"Campeonato 1963 - Fecha 15","Gimnasia (LP)","Estudiantes (LP)",5,2,"Local gana"
"Campeonato 1963 - Fecha 2","Estudiantes (LP)","Gimnasia (LP)",2,1,"Local gana"
"Campeonato 1962 - Fecha 23","Estudiantes (LP)","Gimnasia (LP)",0,2,"Visita gana"
"Campeonato 1962 - Fecha 8","Gimnasia (LP)","Estudiantes (LP)",0,1,"Visita gana"
"Campeonato 1961 - Fecha 20","Estudiantes (LP)","Gimnasia (LP)",2,1,"Local gana"
"Campeonato 1961 - Fecha 5","Gimnasia (LP)","Estudiantes (LP)",1,1,"Empate"
"Campeonato 1960 - Fecha 29","Gimnasia (LP)","Estudiantes (LP)",2,0,"Local gana"
"Campeonato 1960 - Fecha 14","Estudiantes (LP)","Gimnasia (LP)",0,2,"Visita gana"
"Campeonato 1959 - Fecha 20","Estudiantes (LP)","Gimnasia (LP)",3,2,"Local gana"
"Campeonato 1959 - Fecha 5","Gimnasia (LP)","Estudiantes (LP)",1,2,"Visita gana"
"Campeonato 1958 - Fecha 20","Gimnasia (LP)","Estudiantes (LP)",1,2,"Visita gana"
"Campeonato 1958 - Fecha 5","Estudiantes (LP)","Gimnasia (LP)",1,2,"Visita gana"
"Campeonato 1957 - Fecha 30","Estudiantes (LP)","Gimnasia (LP)",2,2,"Empate"
"Campeonato 1957 - Fecha 15","Gimnasia (LP)","Estudiantes (LP)",0,1,"Visita gana"
"Campeonato 1956 - Fecha 17","Estudiantes (LP)","Gimnasia (LP)",2,3,"Visita gana"
"Campeonato 1956 - Fecha 2","Gimnasia (LP)","Estudiantes (LP)",2,2,"Empate"
"Campeonato 1955 - Fecha 26","Gimnasia (LP)","Estudiantes (LP)",1,1,"Empate"
"Campeonato 1955 - Fecha 11","Estudiantes (LP)","Gimnasia (LP)",2,1,"Local gana"
"Campeonato 1953 - Fecha 17","Gimnasia (LP)","Estudiantes (LP)",2,0,"Local gana"
"Campeonato 1953 - Fecha 2","Estudiantes (LP)","Gimnasia (LP)",1,2,"Visita gana"
"Campeonato 1951 - Fecha 31","Gimnasia (LP)","Estudiantes (LP)",1,2,"Visita gana"
"Campeonato 1951 - Fecha 14","Estudiantes (LP)","Gimnasia (LP)",2,2,"Empate"
"Campeonato 1950 - Fecha 31","Gimnasia (LP)","Estudiantes (LP)",2,2,"Empate"
"Campeonato 1950 - Fecha 14","Estudiantes (LP)","Gimnasia (LP)",1,1,"Empate"
"Campeonato 1949 - Fecha 20","Gimnasia (LP)","Estudiantes (LP)",1,0,"Local gana"
"Campeonato 1949 - Fecha 3","Estudiantes (LP)","Gimnasia (LP)",1,1,"Empate"
"Campeonato 1948 - Fecha 19","Estudiantes (LP)","Gimnasia (LP)",6,1,"Local gana"
"Campeonato 1948 - Fecha 4","Gimnasia (LP)","Estudiantes (LP)",2,2,"Empate"
"Campeonato 1945 - Fecha 30","Estudiantes (LP)","Gimnasia (LP)",3,1,"Local gana"
"Campeonato 1945 - Fecha 15","Gimnasia (LP)","Estudiantes (LP)",2,4,"Visita gana"
"Campeonato 1943 - Fecha 24","Gimnasia (LP)","Estudiantes (LP)",2,0,"Local gana"
"Campeonato 1943 - Fecha 9","Estudiantes (LP)","Gimnasia (LP)",2,1,"Local gana"
"Campeonato 1942 - Fecha 28","Estudiantes (LP)","Gimnasia (LP)",1,0,"Local gana"
"Campeonato 1942 - Fecha 13","Gimnasia (LP)","Estudiantes (LP)",1,1,"Empate"
"Campeonato 1941 - Fecha 24","Estudiantes (LP)","Gimnasia (LP)",3,1,"Local gana"
"Campeonato 1941 - Fecha 9","Gimnasia (LP)","Estudiantes (LP)",1,2,"Visita gana"
"Campeonato 1940 - Fecha 29","Gimnasia (LP)","Estudiantes (LP)",1,4,"Visita gana"
"Campeonato 1940 - Fecha 12","Estudiantes (LP)","Gimnasia (LP)",2,1,"Local gana"
"Campeonato 1939 - Fecha 33","Gimnasia (LP)","Estudiantes (LP)",1,3,"Visita gana"
"Campeonato 1939 - Fecha 16","Estudiantes (LP)","Gimnasia (LP)",0,2,"Visita gana"
"Campeonato 1938 - Fecha 22","Estudiantes (LP)","Gimnasia (LP)",1,2,"Visita gana"
"Campeonato 1938 - Fecha 5","Gimnasia (LP)","Estudiantes (LP)",2,2,"Empate"
"Campeonato 1937 - Fecha 25","Gimnasia (LP)","Estudiantes (LP)",1,0,"Local gana"
"Campeonato 1937 - Fecha 7","Estudiantes (LP)","Gimnasia (LP)",0,2,"Visita gana"
"Campeonato 1936 - Fecha 16","Gimnasia (LP)","Estudiantes (LP)",3,2,"Local gana"
"Copa de Honor 1936 - Fecha 16","Estudiantes (LP)","Gimnasia (LP)",3,2,"Local gana"
"Campeonato 1935 - Fecha 33","Gimnasia (LP)","Estudiantes (LP)",2,1,"Local gana"
"Campeonato 1935 - Fecha 16","Estudiantes (LP)","Gimnasia (LP)",2,1,"Local gana"
"Campeonato 1934 - Fecha 32","Estudiantes (LP)","Gimnasia (LP)",1,1,"Empate"
"Campeonato 1934 - Fecha 24","Estudiantes (LP)","Gimnasia (LP)",2,3,"Visita gana"
"Campeonato 1934 - Fecha 11","Gimnasia (LP)","Estudiantes (LP)",0,1,"Visita gana"
"Campeonato 1933 - Fecha 18","Gimnasia (LP)","Estudiantes (LP)",1,0,"Local gana"
"Campeonato 1933 - Fecha 1","Estudiantes (LP)","Gimnasia (LP)",0,2,"Visita gana"
"Campeonato 1932 - Fecha 18","Gimnasia (LP)","Estudiantes (LP)",2,3,"Visita gana"
"Campeonato 1932 - Fecha 1","Estudiantes (LP)","Gimnasia (LP)",6,1,"Local gana"
"Campeonato 1931 - Fecha 21","Estudiantes (LP)","Gimnasia (LP)",2,3,"Visita gana"
"Campeonato 1931 - Fecha 4","Gimnasia (LP)","Estudiantes (LP)",1,1,"Empate"
"Torneo Nacional 1982 - Torneo Nacional","Estudiantes (LP)","Gimnasia (M)",3,1,"Local gana"
"Torneo Nacional 1982 - Torneo Nacional","Gimnasia (M)","Estudiantes (LP)",2,0,"Local gana"
"Nacional 1975 - Grupo A","Estudiantes (LP)","Gimnasia (M)",0,0,"Empate"
"Nacional 1975 - Grupo A","Gimnasia (M)","Estudiantes (LP)",1,2,"Visita gana"
"Nacional 1972 - Grupo B","Estudiantes (LP)","Gimnasia (M)",1,1,"Empate"
"Nacional 1971 - Grupo B","Gimnasia (M)","Estudiantes (LP)",2,1,"Local gana"
"Torneo Clausura 1998 - Fecha 4","Gimnasia (S)","Estudiantes (LP)",1,2,"Visita gana"
"Torneo Apertura 1997 - Fecha 4","Estudiantes (LP)","Gimnasia (S)",3,1,"Local gana"
"Torneo Clausura 1994 - Fecha 14","Gimnasia (S)","Estudiantes (LP)",3,2,"Local gana"
"Torneo Apertura 1993 - Fecha 14","Estudiantes (LP)","Gimnasia (S)",0,0,"Empate"
"Superliga 2019/20 - Fecha 4","Godoy Cruz","Estudiantes (LP)",2,1,"Local gana"
"Superliga 2018/19 - Fecha 1","Godoy Cruz","Estudiantes (LP)",1,0,"Local gana"
"Superliga 2017/18 - Fecha 20","Estudiantes (LP)","Godoy Cruz",0,1,"Visita gana"
"Campeonato 2016/17 - Fecha 29","Godoy Cruz","Estudiantes (LP)",0,2,"Visita gana"
"Torneo 2016 - Desempate para Libertadores","Godoy Cruz","Estudiantes (LP)",0,1,"Visita gana"
"Campeonato 2015 - Fecha 2","Estudiantes (LP)","Godoy Cruz",2,1,"Local gana"
"Torneo de Transicion 2014 - Fecha 16","Godoy Cruz","Estudiantes (LP)",1,1,"Empate"
"Torneo Final 2014 - Fecha 16","Estudiantes (LP)","Godoy Cruz",0,1,"Visita gana"
"Torneo Inicial 2013 - Fecha 16","Godoy Cruz","Estudiantes (LP)",2,1,"Local gana"
"Torneo Final 2013 - Fecha 9","Estudiantes (LP)","Godoy Cruz",0,0,"Empate"
"Torneo Inicial 2012 - Fecha 9","Godoy Cruz","Estudiantes (LP)",1,0,"Local gana"
"Torneo Clausura 2012 - Fecha 14","Estudiantes (LP)","Godoy Cruz",1,0,"Local gana"
"Torneo Apertura 2011 - Fecha 14","Godoy Cruz","Estudiantes (LP)",3,1,"Local gana"
"Torneo Clausura 2011 - Fecha 5","Estudiantes (LP)","Godoy Cruz",0,1,"Visita gana"
"Torneo Apertura 2010 - Fecha 5","Godoy Cruz","Estudiantes (LP)",1,2,"Visita gana"
"Torneo Clausura 2010 - Fecha 11","Estudiantes (LP)","Godoy Cruz",2,1,"Local gana"
"Torneo Apertura 2009 - Fecha 11","Godoy Cruz","Estudiantes (LP)",1,2,"Visita gana"
"Torneo Clausura 2009 - Fecha 17","Estudiantes (LP)","Godoy Cruz",1,0,"Local gana"
"Torneo Apertura 2008 - Fecha 17","Godoy Cruz","Estudiantes (LP)",2,1,"Local gana"
"Torneo Clausura 2007 - Fecha 12","Estudiantes (LP)","Godoy Cruz",1,0,"Local gana"
"Torneo Apertura 2006 - Fecha 12","Godoy Cruz","Estudiantes (LP)",1,3,"Visita gana"
"Nacional 1971 - Grupo B","Guarani (M)","Estudiantes (LP)",0,1,"Visita gana"
"Superliga 2019/20 - Fecha 9","Estudiantes (LP)","Huracan",0,0,"Empate"
"Superliga 2018/19 - Fecha 23","Huracan","Estudiantes (LP)",0,1,"Visita gana"
"Superliga 2017/18 - Fecha 17","Huracan","Estudiantes (LP)",1,0,"Local gana"
"Campeonato 2016/17 - Fecha 21","Estudiantes (LP)","Huracan",1,1,"Empate"
"Torneo 2016 - Fecha 6","Huracan","Estudiantes (LP)",1,0,"Local gana"
"Campeonato 2015 - Fecha 18","Huracan","Estudiantes (LP)",1,0,"Local gana"
"Torneo Clausura 2011 - Fecha 15","Huracan","Estudiantes (LP)",0,3,"Visita gana"
"Torneo Apertura 2010 - Fecha 15","Estudiantes (LP)","Huracan",2,0,"Local gana"
"Torneo Clausura 2010 - Fecha 5","Estudiantes (LP)","Huracan",2,0,"Local gana"
"Torneo Apertura 2009 - Fecha 5","Huracan","Estudiantes (LP)",1,4,"Visita gana"
"Torneo Clausura 2009 - Fecha 13","Estudiantes (LP)","Huracan",1,1,"Empate"
"Torneo Apertura 2008 - Fecha 13","Huracan","Estudiantes (LP)",1,0,"Local gana"
"Torneo Clausura 2008 - Fecha 17","Huracan","Estudiantes (LP)",1,1,"Empate"
"Torneo Apertura 2007 - Fecha 17","Estudiantes (LP)","Huracan",1,1,"Empate"
"Torneo Clausura 2003 - Fecha 7","Huracan","Estudiantes (LP)",1,1,"Empate"
"Torneo Apertura 2002 - Fecha 7","Estudiantes (LP)","Huracan",2,1,"Local gana"
"Torneo Clausura 2002 - Fecha 9","Huracan","Estudiantes (LP)",1,6,"Visita gana"
"Torneo Apertura 2001 - Fecha 9","Estudiantes (LP)","Huracan",2,0,"Local gana"
"Torneo Clausura 2001 - Fecha 16","Huracan","Estudiantes (LP)",1,2,"Visita gana"
"Torneo Apertura 2000 - Fecha 16","Estudiantes (LP)","Huracan",1,1,"Empate"
"Torneo Clausura 1999 - Fecha 15","Estudiantes (LP)","Huracan",1,1,"Empate"
"Torneo Apertura 1998 - Fecha 15","Huracan","Estudiantes (LP)",2,2,"Empate"
"Torneo Clausura 1998 - Fecha 1","Estudiantes (LP)","Huracan",1,1,"Empate"
"Torneo Apertura 1997 - Fecha 1","Huracan","Estudiantes (LP)",0,2,"Visita gana"
"Torneo Clausura 1997 - Fecha 18","Huracan","Estudiantes (LP)",1,0,"Local gana"
"Torneo Apertura 1996 - Fecha 18","Estudiantes (LP)","Huracan",3,1,"Local gana"
"Torneo Clausura 1996 - Fecha 13","Estudiantes (LP)","Huracan",5,2,"Local gana"
"Torneo Apertura 1995 - Fecha 13","Huracan","Estudiantes (LP)",2,2,"Empate"
"Torneo Clausura 1994 - Fecha 11","Estudiantes (LP)","Huracan",1,3,"Visita gana"
"Torneo Apertura 1993 - Fecha 11","Huracan","Estudiantes (LP)",3,1,"Local gana"
"Torneo Clausura 1993 - Fecha 19","Huracan","Estudiantes (LP)",2,1,"Local gana"
"Torneo Apertura 1992 - Fecha 19","Estudiantes (LP)","Huracan",1,0,"Local gana"
"Torneo Clausura 1992 - Fecha 13","Estudiantes (LP)","Huracan",0,0,"Empate"
"Torneo Apertura 1991 - Fecha 13","Huracan","Estudiantes (LP)",2,0,"Local gana"
"Torneo Clausura 1991 - Fecha 7","Huracan","Estudiantes (LP)",0,0,"Empate"
"Campeonato 1990/91 - Fecha 7","Estudiantes (LP)","Huracan",1,1,"Empate"
"Campeonato 1985/86  - Fecha 37","Estudiantes (LP)","Huracan",2,3,"Visita gana"
"Campeonato 1985/86  - Fecha 18","Huracan","Estudiantes (LP)",1,3,"Visita gana"
"Metropolitano 1984 - Fecha 33","Estudiantes (LP)","Huracan",2,1,"Local gana"
"Metropolitano 1984 - Fecha 14","Huracan","Estudiantes (LP)",0,1,"Visita gana"
"Metropolitano 1983 - Fecha 28","Huracan","Estudiantes (LP)",1,2,"Visita gana"
"Metropolitano 1983 - Fecha 9","Estudiantes (LP)","Huracan",3,3,"Empate"
"Metropolitano 1982 - Fecha 21","Huracan","Estudiantes (LP)",1,3,"Visita gana"
"Metropolitano 1982 - Fecha 2","Estudiantes (LP)","Huracan",1,0,"Local gana"
"Torneo Nacional 1982 - Torneo Nacional","Huracan","Estudiantes (LP)",0,1,"Visita gana"
"Torneo Nacional 1982 - Torneo Nacional","Estudiantes (LP)","Huracan",2,0,"Local gana"
"Metropolitano 1981 - Fecha 31","Estudiantes (LP)","Huracan",2,1,"Local gana"
"Metropolitano 1981 - Fecha 14","Huracan","Estudiantes (LP)",1,1,"Empate"
"Metropolitano 1980 - Fecha 34","Huracan","Estudiantes (LP)",0,1,"Visita gana"
"Metropolitano 1980 - Fecha 15","Estudiantes (LP)","Huracan",0,0,"Empate"
"Metropolitano 1978 - Fecha 34","Huracan","Estudiantes (LP)",3,2,"Local gana"
"Metropolitano 1978 - Fecha 13","Estudiantes (LP)","Huracan",3,2,"Local gana"
"Metropolitano 1977 - Fecha 25","Estudiantes (LP)","Huracan",0,0,"Empate"
"Metropolitano 1977 - Fecha 2","Huracan","Estudiantes (LP)",2,2,"Empate"
"Metropolitano 1976 - Ronda Final","Estudiantes (LP)","Huracan",1,1,"Empate"
"Metropolitano 1976 - Grupo A","Estudiantes (LP)","Huracan",0,0,"Empate"
"Metropolitano 1976 - Grupo A","Huracan","Estudiantes (LP)",1,1,"Empate"
"Metropolitano 1975 - Fecha 22","Estudiantes (LP)","Huracan",1,2,"Visita gana"
"Metropolitano 1975 - Fecha 3","Huracan","Estudiantes (LP)",3,4,"Visita gana"
"Nacional 1975 - Desempate para Libertadores","Huracan","Estudiantes (LP)",2,3,"Visita gana"
"Nacional 1975 - Grupo A","Estudiantes (LP)","Huracan",2,0,"Local gana"
"Nacional 1975 - Grupo A","Huracan","Estudiantes (LP)",2,0,"Local gana"
"Metropolitano 1973 - Fecha 24","Estudiantes (LP)","Huracan",0,1,"Visita gana"
"Metropolitano 1973 - Fecha 7","Huracan","Estudiantes (LP)",3,3,"Empate"
"Metropolitano 1972 - Fecha 19","Estudiantes (LP)","Huracan",2,1,"Local gana"
"Metropolitano 1972 - Fecha 2","Huracan","Estudiantes (LP)",3,1,"Local gana"
"Nacional 1972 - Grupo B","Huracan","Estudiantes (LP)",5,1,"Local gana"
"Metropolitano 1971 - Fecha 20","Huracan","Estudiantes (LP)",2,0,"Local gana"
"Metropolitano 1971 - Fecha 1","Estudiantes (LP)","Huracan",1,1,"Empate"
"Metropolitano 1970 - Fecha 3","Estudiantes (LP)","Huracan",1,0,"Local gana"
"Metropolitano 1969 - Grupo B","Huracan","Estudiantes (LP)",2,2,"Empate"
"Metropolitano 1969 - Grupo B","Estudiantes (LP)","Huracan",3,3,"Empate"
"Nacional 1969 - Fecha 1","Huracan","Estudiantes (LP)",2,0,"Local gana"
"Nacional 1968 - Fecha 4","Huracan","Estudiantes (LP)",1,0,"Local gana"
"Metropolitano 1967 - Grupo A","Estudiantes (LP)","Huracan",1,1,"Empate"
"Metropolitano 1967 - Grupo A","Huracan","Estudiantes (LP)",1,2,"Visita gana"
"Campeonato 1966 - Fecha 37","Estudiantes (LP)","Huracan",1,1,"Empate"
"Campeonato 1966 - Fecha 18","Huracan","Estudiantes (LP)",2,1,"Local gana"
"Campeonato 1965 - Fecha 22","Estudiantes (LP)","Huracan",3,1,"Local gana"
"Campeonato 1965 - Fecha 5","Huracan","Estudiantes (LP)",1,4,"Visita gana"
"Campeonato 1964 - Fecha 16","Estudiantes (LP)","Huracan",1,1,"Empate"
"Campeonato 1964 - Fecha 1","Huracan","Estudiantes (LP)",1,1,"Empate"
"Campeonato 1963 - Fecha 25","Estudiantes (LP)","Huracan",1,1,"Empate"
"Campeonato 1963 - Fecha 12","Huracan","Estudiantes (LP)",0,1,"Visita gana"
"Campeonato 1962 - Fecha 28","Huracan","Estudiantes (LP)",2,1,"Local gana"
"Campeonato 1962 - Fecha 13","Estudiantes (LP)","Huracan",0,0,"Empate"
"Campeonato 1961 - Fecha 27","Huracan","Estudiantes (LP)",2,0,"Local gana"
"Campeonato 1961 - Fecha 12","Estudiantes (LP)","Huracan",0,4,"Visita gana"
"Campeonato 1960 - Fecha 28","Estudiantes (LP)","Huracan",1,2,"Visita gana"
"Campeonato 1960 - Fecha 13","Huracan","Estudiantes (LP)",2,1,"Local gana"
"Campeonato 1959 - Fecha 16","Estudiantes (LP)","Huracan",5,3,"Local gana"
"Campeonato 1959 - Fecha 1","Huracan","Estudiantes (LP)",1,1,"Empate"
"Campeonato 1958 - Fecha 16","Huracan","Estudiantes (LP)",0,1,"Visita gana"
"Campeonato 1958 - Fecha 1","Estudiantes (LP)","Huracan",5,1,"Local gana"
"Campeonato 1957 - Fecha 28","Estudiantes (LP)","Huracan",1,0,"Local gana"
"Campeonato 1957 - Fecha 13","Huracan","Estudiantes (LP)",4,1,"Local gana"
"Campeonato 1956 - Fecha 28","Estudiantes (LP)","Huracan",4,2,"Local gana"
"Campeonato 1956 - Fecha 13","Huracan","Estudiantes (LP)",1,1,"Empate"
"Campeonato 1955 - Fecha 28","Huracan","Estudiantes (LP)",1,2,"Visita gana"
"Campeonato 1955 - Fecha 13","Estudiantes (LP)","Huracan",0,3,"Visita gana"
"Campeonato 1953 - Fecha 20","Estudiantes (LP)","Huracan",2,0,"Local gana"
"Campeonato 1953 - Fecha 5","Huracan","Estudiantes (LP)",3,1,"Local gana"
"Campeonato 1952 - Fecha 29","Estudiantes (LP)","Huracan",4,1,"Local gana"
"Campeonato 1952 - Fecha 14","Huracan","Estudiantes (LP)",0,0,"Empate"
"Campeonato 1951 - Fecha 26","Estudiantes (LP)","Huracan",3,0,"Local gana"
"Campeonato 1951 - Fecha 9","Huracan","Estudiantes (LP)",3,1,"Local gana"
"Campeonato 1950 - Fecha 26","Estudiantes (LP)","Huracan",3,1,"Local gana"
"Campeonato 1950 - Fecha 9","Huracan","Estudiantes (LP)",3,1,"Local gana"
"Campeonato 1949 - Fecha 32","Estudiantes (LP)","Huracan",1,0,"Local gana"
"Campeonato 1949 - Fecha 15","Huracan","Estudiantes (LP)",5,1,"Local gana"
"Campeonato 1948 - Fecha 18","Huracan","Estudiantes (LP)",0,3,"Visita gana"
"Campeonato 1948 - Fecha 3","Estudiantes (LP)","Huracan",0,1,"Visita gana"
"Campeonato 1947 - Fecha 28","Huracan","Estudiantes (LP)",0,5,"Visita gana"
"Campeonato 1947 - Fecha 13","Estudiantes (LP)","Huracan",2,0,"Local gana"
"Campeonato 1946 - Fecha 20","Estudiantes (LP)","Huracan",5,1,"Local gana"
